,name,overview,serviceFocus,industryFocus,education,barAdmissions,courtAdmissions,recognitions,affiliations
191,Vincent J. Adams,"Vincent Adams is an Of Counsel in the firm's San Francisco office. He has a general litigation background that focuses on matters such as catastrophic injury, wrongful death, construction, and product liability. Vince regularly assists clients with all aspects of civil litigation and vigorously participates in preclaim investigation, discovery practice, drafting dispositive motions, dispute resolution, and trial. Through his varied experience in litigation, he has gained exposure to many areas of the law in and out of a courtroom involving regulatory issues and landlord-tenant disputes. Vince has managed a pre-litigation labor and professional liability hotline for a national insurance carrier designed to evaluate risks of employment decisions and minimize claims by insureds with EPLI, D&O, and E&O policies.  He has provided clients with a full range of services to resolve disputes in state and federal courts, and administrative hearings before the Department of Fair Employment and Housing, Equal Employment Opportunity Commission, and Department of Industrial Relations. Vince collaborates with in-house and national defense counsel to minimize liability exposure during pleading stage, discovery, trial, and beyond to ensure the application of a results-driven litigation approach from jurisdiction-to-jurisdiction.","['Labor Relations', 'Litigation and Trials', 'Counseling and Advice']",['Manufacturing'],"['J.D., 2006, Pepperdine University Caruso School of Law', 'B.A., 2003, University of California, Davis']",['California'],"['U.S. District Court for the Central District of California', 'U.S. District Court for the Northern District of California']",['Selected for inclusion in Rising Stars for Northern California Super Lawyers - 2017'],['Contra Costa Bar Association\xa0']
192,Nazanin Afshar,"Nazanin Afshar is an associate in the firm’s Los Angeles and Woodland Hills offices. Nazanin represents employers and individuals in single-plaintiff, multi-plaintiff, class action matters, and representative lawsuits brought under California’s Private Attorneys General Act (PAGA), involving a variety of issues, such as discrimination, harassment, retaliation, whistleblower allegations, and wage and hour issues. In her practice, Nazanin has represented many clients in mediation and has been trusted with crafting winning strategies that have created favorable results for her clients.   Nazanin also assists her clients in navigating state and federal employment laws, advising them on compliance with wage and hour laws, proper classification of non-exempt/exempt employees and independent contractors, and maintaining up-to-date and compliant handbooks and employment policies to avoid litigation. As a member of the International Practice Group, Nazanin assists clients on various issues related to employees in jurisdictions around the world. She has counseled clients transitioning employees to remote work in over 40 jurisdictions, drafted employment agreements for US-based companies with employees working outside the US, and provided guidance on employment decisions such as investigations and terminations. Nazanin has also assisted with international mediation of employment disputes for companies and individuals alike in Europe and North America. Nazanin has a particular focus on preventing and managing cross border employment disputes. Prior to joining Fisher Phillips, Nazanin gained valuable experience advising a wide range of clients from small businesses to multi-national corporations including a chemical laboratory, a construction company, car dealerships, healthcare companies, manufacturing companies, and restaurants. She has advised clients in employment, professional liability, business litigation, and workers’ compensation matters in addition to circumstances involving employee wrongdoing, including misappropriation of funds and violations of HIPAA. Nazanin has represented employers in state and federal court, and in matters before state agencies such as the California Department of Industrial Relations and the California Department of Fair Employment & Housing – both in litigation and in responding to agency investigative inquiries.","['Class and Collective Actions', 'Employment Discrimination and Harassment', 'International']",['Manufacturing'],"['J.D., 2012, University of California, Hastings College of the Law', 'LL.M., 2012, University of Paris - Panthéon-Assas', 'B.A., 2009, University of California, Los Angeles']",['California'],"['California Courts of Appeal', 'California Superior Court', 'California Supreme Court', 'U.S. District Court for the Central District of California', 'U.S. District Court for the Northern District of California']","['Recognized in The Best Lawyers in America, Ones to Watch (2022 - 2023)']","['Member, American Bar Association']"
193,Mason G. Alexander,"Mason G. Alexander is a partner in the Charlotte office. Mason has practiced labor and employment law exclusively for nearly 30 years, in the areas of union campaigns, sexual harassment, discrimination, wrongful discharge, union avoidance and policy reviews. He is licensed to practice law in the state and federal courts of North Carolina and South Carolina and is certified as a specialist in employment and labor law by the Supreme Court of South Carolina. Furthermore, he is ""AV"" Peer Review Rated by Martindale-Hubbell and has repeatedly been recognized in North Carolina Super Lawyers. He has also been listed in Chambers USA, America's Leading Business Lawyers since 2008 and in The Best Lawyers in America since 2006.","['Employment Discrimination and Harassment', 'Labor Relations', 'Litigation and Trials', 'Reductions in Force (RIFs)']","['Automotive Dealership', 'Manufacturing']","['J.D., 1985, University of South Carolina School of Law', 'B.A., 1982, University of the South']","['North Carolina', 'South Carolina']","['U.S. Court of Appeals for the Fourth Circuit', 'U.S. District Court for the District of South Carolina', 'U.S. District Court for the Eastern District of North Carolina', 'U.S. District Court for the Middle District of North Carolina', 'U.S. District Court for the Western District of North Carolina', 'U.S. Supreme Court']","['Chambers USA, Labor & Employment (2008 – 2023)', 'Recognized in The Best Lawyers in America (2011 – 2021)', 'Listed as a\xa0North Carolina Super Lawyer\xa0']","['President of the Gaston County Personnel Association (Gaston HR)', 'Past Chairman of the Employment and Labor Law Section of the South Carolina Bar', 'Past member of the House of Delegates of the South Carolina Bar', 'Co-Author of the Master and Servant section of South Carolina Jurisprudence', 'Assistant Scoutmaster, Boy Scouts of America', 'President, Gaston County Personnel Association']"
194,Stephanie R. Alexander,"Stephanie Alexander is a partner in the firm's Seattle office who focuses her practice on employment and tort litigation, and employment counseling. She defends both public and private employers in litigation and arbitration for all types of employment related claims on a state and national level, often acting as national employment litigation counsel for clients in other states. She also regularly represents clients before the Equal Employment Opportunity Commission, Human Rights Commission, and other administrative agencies. Stephanie has significant experience in the employment advice field, regularly advising employers on compliance with state and federal employment laws. Additionally, Stephanie provides training and conducts investigations for clients regarding harassment, leave issues, and other personnel matters. She is a frequent speaker at seminars on employment law issues, and for many years, she has been selected as a ""Rising Star"" by the multi state publication, Law & Politics. She has been given the highest rating available for her years of practice by Martindale-Hubbell.  Member of the Washington and Oregon Bar Associations, currently on inactive status.  ","['Employment Discrimination and Harassment', 'Labor Relations', 'Litigation and Trials', 'Reductions in Force (RIFs)']","['Automotive Dealership', 'Manufacturing']","['J.D., 1997, University of Washington School of Law', 'B.A., 1991, highest honors, Montana State University']","['North Carolina', 'South Carolina']","['U.S. Court of Appeals for the Fourth Circuit', 'U.S. District Court for the District of South Carolina', 'U.S. District Court for the Eastern District of North Carolina', 'U.S. District Court for the Middle District of North Carolina', 'U.S. District Court for the Western District of North Carolina', 'U.S. Supreme Court']",['Recognized in The Best Lawyers in America (2021 - 2023)'],['null']
195,Erin Gibson Allen,"Erin Gibson Allen defends businesses in workplace law disputes, advises them on the compliance aspects of a wide range of federal and state employment laws and agency regulations, and counsels on all aspects of their employment relationships. Before joining Fisher Phillips, Erin was a partner at a regional firm where she represented employers in various workplace matters including management training, workplace investigations, strike contingency planning, defense of FLSA claims, and government investigations. She also has experience representing employers in antitrust matters and complex litigation. Erin served as a law clerk in the United States District Court for the Western District of Pennsylvania after earning her law degree from the University of Pittsburgh School of Law, where she was an inaugural member of the Health Law Clinic and served as president of the Pitt Law Women’s Association. Erin regularly speaks on career development, cultivating leadership skills, and board service.  Erin has been interviewed on career development by The New York Times and BBC News and has been a guest speaker at professional events and on various podcasts. In 2011 Erin worked with the Pittsburgh legal community to create a program to offer education, training, and resources for attorneys seeking to re-enter the profession after a career break. Her effort led to the creation of “Back to the Bar,” an initiative run by the Allegheny County Bar Association. She also speaks at various law schools to help students navigate a successful entry to the legal profession.","['Counseling and Advice', 'Labor Relations', 'Litigation and Trials']","['Construction', 'Life Sciences', 'Retail']","['J.D., 1995, University of Pittsburgh School of Law', 'B.A., 1992, University of Rochester', 'Certificate, Cornell University']",['Pennsylvania'],['U.S. District Court for the Western District of Pennsylvania'],['Recognized in\xa0The Best Lawyers in America\xa0(2024)'],"['Library National Council and Co-Chair Leadership Council (Pittsburgh), University of Rochester (2019-Present)', 'American Bar Association, Labor and Employment and Antitrust Sections', 'Chair of The Board of Directors, Women’s Center & Shelter of Greater Pittsburgh (2021-Present)', 'Chairperson, Jack Heinz Society of the Pittsburgh Symphony Orchestra (2018-2022)']"
196,William E. Altman,"William Altman (“Bill"") is the managing partner of the Detroit office. He is a labor, employment and benefits attorney with more than twenty years of experience in advising and representing employers regarding anti-discrimination laws, whistle-blower and retaliation actions, ERISA actions, non-competition agreements, trade secrets, fiduciary duty actions, and class actions. He defends employers in state and federal courts and before state and federal agencies. Bill’s practice includes a particular focus on advising employers in employee benefits matters. In addition to advising employers in such matters, Bill has successfully defended employers in ERISA actions alleging breach of fiduciary duty, discrimination, and denial of benefits, including class actions. He serves as national benefit litigation counsel for a Detroit automaker. He also advises employers regarding their obligations under state and federal employment laws, including employment and separation agreements, employment policies, internal investigations, and compliance with state and federal anti-discrimination, wage and hour, and benefits laws. Bill is a member of the College of Labor and Employment Lawyers, the American Employment Lawyers Association, the Labor and Employment Law Sections of the State Bar of Michigan and the American Bar Association, and the Federal Bar Association. Bill served as a Law Clerk to the Honorable Robert E. DeMascio of the United States District Court for the Eastern District of Michigan.","['Employment Discrimination and Harassment', 'Litigation and Trials', 'Employee Defection and Trade Secrets', 'Employee Benefits and Tax']","['Automotive Dealership', 'Cannabis', 'Manufacturing']","['J.D., 1995, University of Pittsburgh School of Law', 'B.A., 1992, University of Rochester', 'Certificate, Cornell University']",['Pennsylvania'],['U.S. District Court for the Western District of Pennsylvania'],"['Pledger v. FCA US LLC – UAW Pension Agreement,\xa0 (E.D. Mich. October 28, 2020, 2020 WL 6305075)\xa0 (Successfully defended pension plan against claim for pension eligibility and lifetime benefit)', 'Confidential Arbitration proceeding involving national express delivery client,\xa0(May 20, 2020) (Successfully defended company against preliminary injunction to maintain independent service provider agreement)', 'Gordon v. Chrysler Group LLC, (E.D. Mich. Feb.2,\xa0 2018) (Successfully defended company and pension plan against claim for spousal pension benefit)', 'Patterson v. Chrysler Group LLC, 845 F.3d 756 (6th Cir. 2017) (In a case of first impression in the Sixth Circuit Court of Appeals, successfully defended company and pension plan against claim to enforce divorce judgment after the death of a participant)', 'Butler v. FCA US LLC, 6th Cir. Case No. 16-2726 (2017) (Successfully defended company against claims for group accident insurance benefits)', 'Kern v. Chrysler UAW Pension,\xa0 __ Fed. Appx. __, 2013 U.S. App. LEXIS 10596 (6th Cir.2013) (Successfully defended pension plan against claim for widow/widower benefits)', 'Hawk v. Chrysler Group LLC, 2013 WL 149597 (E.D. Mich. 2013) (Successfully defended pension against claim for permanent and total disability benefits)', 'Becker v. Chrysler LLC Healthcare Plan, 691 F.3d 879 (7th Cir. 2012), 2011 WL 2601254 (E.D. Wis. 2011) (Successfully defended welfare plan against claim for healthcare benefits)', 'Pearce v. Chrysler LLC Pension Plan, 2012 WL 750097 (E.D. Mich. 2012) (Successfully defended pension plan against claim for pension benefits)', 'Brooks v. Chrysler Group LLC – UAW Pension Plan, 2012 WL 95267 (E.D. Mich. 2012)\xa0(Successfully defended pension plan against claim for pension benefits)', 'Dean v. DaimlerChrysler Life, Disability and Health Care Benefits Program, 439 Fed. Appx. 265 (4th Cir. 2011) (Successfully defended benefits plan in claim for long term disability benefits)', 'Beauchamp v. DaimlerChrysler Corp., 2011 WL 34897980 (E.D. Mich. 2011) (Successfully defended pension plan against claim for pension benefits)', 'Lilley v. DaimlerChrysler Corporation-UAW Pension Plan, 2010 WL 380833 (S.D. Ill. 2010) (Successfully defended pension plan against claim for pension benefits)', 'Garrett v. Hewitt Associates, 2010 WL 2342496 (N.D. Ohio 2010) (Successfully defended pension plan against claim for survivor spouse pension benefits)', 'Meyer v. DaimlerChrysler Corp., 2009 WL 702817 (E.D. Mo. 2009) (Successfully defended employer against claim for disability benefits)', 'Mitchell v. Oakwood Healthcare,\xa02009 WL 2602439 (E.D. Mich. 2009) (Successfully defended employer against claim for disability benefits)', 'Crawford v. TRW Automotive U.S. LLC,\xa0560 F.3d 607 (6th Cir. 2009) (E.D. Mich. 2007) (Successfully defended employer in class action pension discrimination case under arising out of a plant closure)', 'Hendricks v. Home Depot, Inc., 2006 WL 3422695 (S.D. Ohio 2006) (Successfully defended employer in putative class action involving ERISA claims arising out of workers compensation leaves)', 'In re U.S. Truck Company Holdings, Inc., 341 B.R. 596 (E.D. Mich. 2006) (Successfully represented multi-employer pension plan and trust in case involving “trucking industry” exception to withdrawal liability)', 'Meier v. Green, No. 07-11410, 2007 WL 2909418, 2007 WL 1868999 (E.D. Mich. 2007);\xa0Meier v. Detroit Diesel Corporation, 2006 WL 2089208 (Mich. Ct. App. 2006) \xa0(Successfully defended employer in multiple-count, multiple action litigation by former employee alleging numerous discrimination and other claims.)', 'Detroit Newspaper Agency v. N.L.R.B.,\xa0435 F.3d 302 (D.C. Cir. 2006) (Obtained Court of Appeals holding that NRLB’s order was not supported by substantial evidence where it determined that employee was discharged due to union activity; the NLRB subsequently dismissed the case)', 'Henry v. Northwest Airlines, Inc., 148 Fed.Appx. 410 (6th Cir. 2005) (Obtained summary judgment for employer in race discrimination claim brought by long term employee)', 'Detroit Newspaper Agency v. Schaub, 108 F. Supp. 2d 729 (E.D. Mich. 2000) (Obtained injunctive relief restraining the NLRB from prosecuting unfair labor practice charges against the employer)', 'Hogan v. Petitpren, Inc. Employee Profit Sharing and Pension Plan,\xa092 F. Supp. 2d 612 (E.D. Mich. 2000)\xa0 (Successfully defended employer in case alleging violations of ERISA procedure and failure to provide benefits)', 'NLRB v. Detroit Newspaper Agency, 185 F.3d 602 (6th Cir. 1999) (Obtained first impression ruling that privilege reviews regarding agency subpoenas are the province of the courts, rather than the agencies)']","['J.D., 1995, summa cum laude,\xa0first in class, Michigan State University College of Law', 'B.S., 1991, University of South Carolina', 'Michigan']"
197,Steven P. Alvarado,"Steve Alvarado represents employers in a variety of labor and employment matters. He also has substantial experience representing employers in administrative litigation involving both Cal/OSHA and OSHA. He has advised employers facing willful and serious citations resulting from catastrophic events leading to fatalities with significant penalties. His practice includes investigating significant workplace incidents, managing OSHA inspections, contesting OSHA citations, and defending employers in OSHA enforcement actions. Steve is licensed to practice in California. Steve has litigation experience in a variety of employment-related matters in both state and federal courts, arbitration forums, in addition to experience in state and federal administrative agencies such as the California Division of Labor Standards Enforcement (DLSE), the California Department of Fair Employment and Housing (DFEH), the Equal Employment Opportunity Commission (EEOC) and others. Steve represents and counsels employers on various employment-related matters, including, but not limited to, discrimination, unlawful harassment, wrongful termination, unfair business practices, wage and hour class and PAGA actions and compliance with COVID-19 related laws and regulations. In law school, Steve graduated in the top of his class and was an Articles Editor for the Chapman Law Review. He also served as an extern for the Honorable Andrew J. Guilford of the U.S. District Court, Central District of California in Santa Ana.","['Litigation and Trials', 'Workplace Safety and Catastrophe Management']","['Automotive Dealership', 'Cannabis', 'Manufacturing']","['J.D., 2008, Chapman University School of Law', 'B.A., 2005, California Polytechnic State University']",['California'],"['U.S. District Court for the Central District of California', 'U.S. District Court for the Northern District of California']",['null'],['null']
198,Christopher Alvarez,"Chris Alvarez is a partner in the firm’s Sacramento office. His practice focuses on representing employers in federal and state courts, in all stages of litigation. He also counsels and advises clients on labor and employment law matters.  Prior to joining Fisher Phillips, Chris was in private practice with a law firm representing employers in labor and employment matters. Chris graduated from the University of California Davis School of Law. While in law school, he served as a Senior Notes and Comments Editor for the UC Davis Law Review and was a member of the Trial Honors Board. Prior to attending law school, Chris worked for the California State Legislature as a Senior Legislative Aide, giving him the ability to understand rules, regulations, and requirements that could impact an employer’s operation.","['Data Security and Workplace Privacy', 'Employment Discrimination and Harassment', 'Litigation and Trials']",['Automotive Dealership'],"['J.D., 2013, University of California at Davis School of Law', 'B.S., 2005, California State University, Sacramento']",['California'],"['California Courts of Appeal', 'California Superior Court', 'California Supreme Court', 'U.S. District Court for the Eastern District of California']","['Recognized in The Best Lawyers in America, Ones to Watch (2021 - 2024)', 'Listed in Sacramento Magazine ""Top Lawyers,"" Employment & Labor (2017-2018, 2023)']","['Member, California Bar Association', 'Member, Sacramento County Bar Association', 'Ex Officio Board Member, SCBA Barristers’ Club of Sacramento', 'Board Member, Asian/Pacific Bar Association of Sacramento', '\nAmbassador, Sacramento Asian Chamber of Commerce\n', 'Member, Metro EDGE']"
199,Emily Alvarez,"Emily Alvarez provides companies and individuals with comprehensive immigration representation to help clients achieve their business objectives effectively and efficiently. She is an associate in our Denver office who supports employers’ strategic efforts around workforce development through the pursuit of nonimmigrant visas, such as L-1, H-1B, P-1, and TN visas, and employment-based immigrant visas. Her practice features partnerships with employers in a variety of industries, including telecommunications, technology, and health services. Emily also has experience in family-based immigration processes, including adjustment of status, and humanitarian-based applications such as applications for Temporary Protected Status (TPS) and Deferred Action for Childhood Arrivals (DACA). Her experience with a broad range of immigration benefits allows Emily to fully assess all options available to address her clients’ needs. Before joining Fisher Phillips, Emily was a Law Clerk in an immigration law firm in Philadelphia. During her time there, she assisted in hearing preparation for individuals and families seeking relief through asylum, withholding of removal, or cancellation of removal. In addition, Emily volunteered to assist with filing administrative claims under the Federal Tort Claims Act for migrant families subject to family separation. She is an active member of American Immigration Lawyers Association (AILA).",['Immigration'],['Automotive Dealership'],"['J.D., 2021, Temple University, Beasley School of Law', 'B.A.S.c., 2012, State University of New York College at Oneonta']",['Colorado'],"['California Courts of Appeal', 'California Superior Court', 'California Supreme Court', 'U.S. District Court for the Eastern District of California']",['null'],['null']
200,David E. Amaya,"David Amaya is a partner in the firm's San Diego office and has devoted his entire legal career to representing employers. Fueled by a passion for workplace law and a competitive drive, he is a tireless advocate for his clients. He enjoys working with companies to develop creative and business-oriented solutions that resolve workplace issues while managing risk and remaining mindful of the client’s bottom line. David’s practice focuses on the representation of employers in the healthcare and hospitality industries in both union and non-union settings. He also represents clients in a wide range of other sectors, from retail to transportation to education. He has defeated class certification efforts on several occasions, including at the appellate level in Ricardo Acuna v. FS Hotels (LA), Inc., 2011 Cal.App.Unpub. LEXIS 6898 (2011). In 2015, he second chaired a trial team that obtained a complete defense verdict for a company against whom over $20,000,000 in damages were sought. He has also won several anti-SLAPP motions resulting in awards of attorney’s fees and costs for his clients.  Since 2016, David has been included in San Diego Super Lawyers - Rising Stars. David was also selected as a San Diego Metro Magazine, ""40 under 40"" Award Winner. A native of Bucaramanga, Colombia, David grew up in a multi-cultural family. His love of soccer led him to a spot on the men’s varsity soccer team at the University of California – San Diego. He was captain and president of the club soccer team while attending law school at Indiana University Maurer School of Law in Bloomington, Indiana, where he graduated cum laude, earned top brief writing honors in the school’s Sherman Minton Moot Court Competition, and served as an Articles Editor on the Federal Communications Law Journal.   David’s past legal experience includes stints at a large national full-service firm, the California Court of Appeal, and the United States Attorney’s Office for the Southern District of California.","['Class and Collective Actions', 'Employee Leaves and Accommodations', 'Litigation and Trials', 'Wage and Hour', 'Employment Discrimination and Harassment']","['Healthcare', 'Hospitality', 'Retail']","['J.D., cum laude, Indiana University Maurer School of Law', 'B.S., University of California, San Diego']",['California'],"['U.S. Court of Appeals for the Ninth Circuit', 'U.S. District Court for the Central District of California', 'U.S. District Court for the Southern District of California']","['Included in\xa0San Diego Super Lawyers - Rising Stars (2016 - 2018)', 'San Diego Metro Magazine,\xa0""40 under 40"" Award Winner']","['San Diego County Bar Association', 'Court Appointed Special Advocate, Voices for Children']"
201,Joseph W. Ambash,"Joe Ambash is a partner in the Boston office. His practice includes all aspects of employment law, including labor-management relations, employment discrimination and wrongful discharge litigation, and preventive labor relations. He also has an extensive practice training managers in all areas of employment law compliance. Joe represents management in a broad range of industries, including health care, higher education, financial services, retail, media, sports and state and local government. He has represented clients before the National Labor Relations Board (NLRB), the Massachusetts Division of Labor Relations, the Equal Employment Opportunity Commission (EEOC), the Massachusetts Commission Against Discrimination, the United States Department of Labor (USDOL), and in Massachusetts state and federal courts, the U.S. Courts of Appeal and the United States Supreme Court. Joe's experience in labor-management relations extends over several decades and involves representing management in representation cases, unfair labor practice cases, strikes and other labor disputes. He represented Brown University in the landmark NLRB case holding that graduate students are not employees under the National Labor Relations Act (NLRA), and he represented New Process Steel in the Supreme Court case invalidating decisions by a two-member NLRB. Joe is frequently quoted by such notable publications as The New York Times, The Washington Post, The Atlantic, Bloomberg BNA, WGBH News, Boston Business Journal, among others. He also lectures extensively on labor and employment topics. He was listed in the Massachusetts Super Lawyers since 2013, Chambers USA since 2015, America's Leading Business Lawyers in 2013 and he has been recognized in The Best Lawyers in America since 2006. Joe has been selected for inclusion in Who's Who Legal USA - Management Labour & Employment by the researchers at the International Who's Who publication. He was also selected for inclusion in The Legal 500 – Litigation in 2015.","['Counseling and Advice', 'Employment Discrimination and Harassment', 'Labor Relations', 'Litigation and Trials']","['Automotive Dealership', 'Education', 'Higher Education']","['J.D., 1973, cum laude, Harvard Law School', 'A.B., 1970, magna cum laude, Yale University']",['Massachusetts'],"['U.S. Court of Appeals for the First Circuit', 'U.S. Court of Appeals for the Seventh Circuit', 'U.S. District Court for the District of Massachusetts', 'U.S. Supreme Court']","['Benchmark Litigation 2023 – Labor & Employment Star', 'Recognized in The Best Lawyers in America (2011 – 2024)', 'Recommended as a leading practitioner for Labor and Employment Disputes: Defense by The Legal 500 United States 2021', 'Chambers USA, Labor & Employment (2015 – 2023)', 'Served as the executive editor of the Massachusetts Labor Relations Reporter', 'Served as the executive editor of the Massachusetts Discrimination Law Reporter', 'Served as the executive editor of the Employment-At-Will Reporter""AV"" Peer Review Rated by Martindale-Hubbell', 'Listed in Massachusetts Super Lawyers since 2013', 'Named one of the ten Leaders in the Law by Massachusetts Lawyers Weekly in 2010', 'Recognized in New England Super Lawyers and Massachusetts Lawyers Weekly since 2004']","['Fellow, College of Labor and Employment Lawyers', 'Member, Boston Bar Association', 'Member, American Bar Association']"
202,Alyssa Levy Andalman,"Alyssa Levy Andalman regularly counsels employers on all aspects of their employment relationships, including contracts, leave laws, independent contractor issues, accommodations, and covenants not to compete. Alyssa is best known for her experience with representing employers in workplace law disputes and advice on compliance with a wide range of federal and state employment laws and agency regulations. Before joining Fisher Phillips, Alyssa defended companies in complex employment matters involving the Fair Labor Standards Act (FLSA), the Family and Medical Leave Act (FMLA), the Americans with Disabilities Act (ADA), and Title VII. She also conducted workplace investigations and defended employers in matters associated with the Occupational Safety and Health Administration (OSHA) including advice and defense of citations. She has also defended employers in unemployment appeals, workers’ compensation litigation, and personal injury and toxic tort lawsuits.","['Counseling and Advice', 'Litigation and Trials', 'Workplace Safety and Catastrophe Management']","['Automotive Dealership', 'Education', 'Higher Education']","['J.D., 2011, DePaul University College of Law', 'B.A., 2007, with honors, Lehigh University']","['Colorado', 'Illinois']","['U.S. Court of Appeals for the Tenth Circuit', 'U.S. District Court for the District of Colorado']","['Recognized in\xa0The Best Lawyers in America, Ones to Watch (2021 - 2024)', 'Super Lawyers, “Rising Star,” Employment Litigation: Defense, Colorado (2018-2022)']","['Colorado Bar Association - Employment', 'American Bar Association', 'Board Member, Colorado Lawyers Committee – Young Lawyers Division', 'Participant, Colorado Lawyers Committee Legal Night Clinics and Legal Audit Clinics', 'General Counsel Mentorship Program', 'Legal Aid Associates Campaign Liaison', 'Colorado Safety Association', 'Board Member – Events, Lehigh Lawyers Association', 'Past Board Member, Young Professionals Board, Rose Community Foundation', 'Founding Member, Young Professionals Board – Chicago, Cystic Fibrosis Foundation', 'Past Participant, Constitution Day presentations at Denver area schools', 'Past Vice-Chair, Colorado Defense Lawyers Association for workers’ compensation']"
203,Bruce C. Anderson,"Bruce Anderson works with his clients to solve some of their most demanding labor and employment problems. These problems may arise during the start-up of a company, during the course of a company’s day to day operations, during a government agency audit or during a litigation related event. Bruce began his career in 1976 by obtaining trial experience in the Adams County District Attorney’s office. Since moving into private practice in 1980, he has represented hundreds of clients in a wide variety of civil matters with an emphasis on employment litigation. Bruce’s clients include individuals, corporations of all sizes from start-ups to Fortune 100 companies, franchisors and franchisees in the food service industry, car dealerships, hospitals, medical clinics and practices, manufacturers, not for profit corporations, public school districts, private schools and government entities. Bruce has extensive litigation experience in state and federal court bench and jury trials, arbitrations, alternative dispute resolution proceedings and in matters before the National Labor Relations Board (NLRB), Equal Employment Opportunity Commission (EEOC) and state fair employment agencies.","['Counseling and Advice', 'Litigation and Trials', 'Workplace Safety and Catastrophe Management']","['Automotive Dealership', 'Education', 'Higher Education']","['J.D., 2011, DePaul University College of Law', 'B.A., 2007, with honors, Lehigh University']","['Colorado', 'Illinois']","['U.S. Court of Appeals for the Tenth Circuit', 'U.S. District Court for the District of Colorado']","['Represented national client in the security services industry subject to a collective bargaining agreement with union employees, obtaining favorable decisions for the company in numerous arbitrations of union grievances.', 'Represented Colorado hospital, handling a variety of employment matters, including enforcing and negotiating a collective bargaining agreement.', 'Represented local newspaper publisher, obtaining a judgment notwithstanding the verdict in an ADEA lawsuit filed in the U.S. District Court for the District of Colorado and obtaining a 10th Circuit decision upholding the judgment.', 'Represented McDonald’s franchisee, obtaining a summary judgment ruling in a case involving a multi-million dollar demand.', 'Represented both public school districts and private schools, handling a wide variety of employment and school law matters.', 'Obtaining favorable resolutions in legal actions involving the enforcement of covenants not to compete, confidentality agreements and copyright and trademark violations.']","['J.D., University of Denver Sturm College of Law', 'Colorado', 'U.S. Court of Appeals for the Tenth Circuit', 'U.S. District Court for the District of Colorado', 'U.S. Supreme Court']"
204,Lucy Anderson,"Lucy Anderson is an associate in Fisher Phillips’ Charlotte office who defends employers in employment discrimination, harassment, wage and hour, and workplace safety-related cases, with an emphasis on devising creative risk management strategies that efficiently achieve positive results. She has experience conducting pre-suit investigations of workplace accidents and OSHA violations and regularly appears in state and federal courts, including contested motions and jury trials. Before joining Fisher Phillips, Lucy practiced in the Charlotte office of a large insurance defense firm, where she focused on employment law, complex commercial litigation, personal injury defense, products liability, premises liability, and insurance coverage disputes. During law school, Lucy was a member of the Maritime Law Journal and wrote extensively on the issue of mandatory employment arbitration agreements within the cruise ship industry.","['Counseling and Advice', 'Employment Discrimination and Harassment', 'Employee Leaves and Accommodations', 'Litigation and Trials']","['Construction', 'Financial Services']","['J.D., 2015, cum laude, Loyola University New Orleans College of Law', 'B.A., 2008, cum laude, Appalachian State University']",['North Carolina'],"['U.S. District Court for the Eastern District of North Carolina', 'U.S. District Court for the Middle District of North Carolina', 'U.S. District Court for the Western District of North Carolina']","['\nNorth Carolina Bar Association\n', '\nMecklenburg County Bar Association\n', '\nWomen Lawyers of Charlotte\n', '\nNorth Carolina Association of Defense Attorneys\n']",['null']
